record,Bullied_on_school_property_in_past_12_months,Age,Sex,Felt Lonely,Close Friends,Other Students Kind and Helpful
27025,No,16 years old,Female,Rarely,2,Most of the time
27026,Yes,15 years old,Female,Most of the time,3 or more,Most of the time
27027,Yes,15 years old,Male,Never,2,Never
27028,Yes,15 years old,Male,Sometimes,2,Sometimes
27029,No,16 years old,Female,Rarely,2,Sometimes
27030,Yes,16 years old,Female,Most of the time,2,Rarely
27031,No,16 years old,Male,Never,3 or more,Most of the time
27032,Yes,16 years old,Female,Sometimes,3 or more,Always
27033,No,15 years old,Female,Rarely,3 or more,Never
27034,No,15 years old,Male,Sometimes,3 or more,Most of the time
27035,No,15 years old,Female,Rarely,2,Rarely
27036,No,15 years old,Female,Rarely,2,Rarely
27037,Yes,15 years old,Female,Rarely,2,Rarely
27038,No,16 years old,Male,Rarely,3 or more,Rarely
